rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database,neglogpadj
146,ZNF232,3.07E-05,11.5061921,119.5486953,"c(""DUSP4"", ""ABLIM1"", ""ZIC2"", ""PLK2"", ""PAX6"", ""MYBL2"")",0.000289245,Enrichr_Submissions_TF-Gene_Coocurrence,3.53873374
147,ZNF648,3.07E-05,11.5061921,119.5486953,"c(""ABLIM1"", ""DPP6"", ""NR5A2"", ""IRX5"", ""PLPP3"", ""SULF2"")",0.000289245,Enrichr_Submissions_TF-Gene_Coocurrence,3.53873374
148,ZNF711,3.07E-05,11.5061921,119.5486953,"c(""DUSP4"", ""PLK2"", ""PLAGL1"", ""FGF13"", ""PLPP3"", ""SULF2"")",0.000289245,Enrichr_Submissions_TF-Gene_Coocurrence,3.53873374
149,ZSCAN18,3.07E-05,11.5061921,119.5486953,"c(""DUSP4"", ""COL18A1"", ""ABLIM1"", ""PLAGL1"", ""PLPP3"", ""SULF2"")",0.000289245,Enrichr_Submissions_TF-Gene_Coocurrence,3.53873374
150,ALX3,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
151,ALX4,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""NR5A2"", ""IRX5"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
152,ARID5B,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
153,ARNT2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
154,ARX,0.000348227,9.289965986,73.97279109,"c(""EFNB1"", ""DPP6"", ""ZIC2"", ""PAX6"", ""FGF13"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
155,ATOH7,0.000348227,9.289965986,73.97279109,"c(""ZIC2"", ""PLAGL1"", ""PAX6"", ""SULF2"", ""CDK5R1"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
156,ATOH8,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
157,BACH2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLAGL1"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
158,BCL11A,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
159,BCL11B,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""SULF2"", ""CDK5R1"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
160,BSX,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""NR5A2"", ""ADGRB1"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
161,CASZ1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
162,CDX1,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""NR5A2"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
163,CDX2,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""PAX5"", ""SOX21"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
164,CPSF4L,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""NR5A2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
165,CREB3L1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
166,CREB3L2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
167,CRX,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""MYBL2"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
168,DEPDC7,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
169,DLX2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ZIC2"", ""PLK2"", ""PAX6"", ""PTX3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
170,DLX4,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
171,DLX6,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""IRX5"", ""ZIC2"", ""PAX6"", ""SOX21"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
172,DMRTA1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PAX6"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
173,DZIP1,0.000348227,9.289965986,73.97279109,"c(""PLK2"", ""PLAGL1"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
174,EBF1,0.000348227,9.289965986,73.97279109,"c(""PLAGL1"", ""PAX5"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
175,ELK3,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
176,ERG,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
177,ESRRG,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""NR5A2"", ""PAX6"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
178,ETS1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
179,ETV1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
180,ETV2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""NR5A2"", ""ZIC2"", ""PLAGL1"", ""MYBL2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
181,ETV4,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""MYBL2"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
182,FBN1,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""PLK2"", ""PTX3"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
183,FEV,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""NR5A2"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
184,FOXB2,0.000348227,9.289965986,73.97279109,"c(""IRX5"", ""ZIC2"", ""PAX6"", ""PAX5"", ""SOX21"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
185,FOXC1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
186,FOXD3,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""NR5A2"", ""ZIC2"", ""PAX6"", ""PTN"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
187,FOXD4L1,0.000348227,9.289965986,73.97279109,"c(""IRX5"", ""ZIC2"", ""PAX6"", ""PAX5"", ""AMH"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
188,FOXD4L6,0.000348227,9.289965986,73.97279109,"c(""ABLIM1"", ""DPP6"", ""NR5A2"", ""PAX5"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
189,FOXE3,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"", ""SOX21"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
190,FOXI2,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""NR5A2"", ""GRM7"", ""ZIC2"", ""PAX6"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
191,FOXL2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""IRX5"", ""ZIC2"", ""PAX6"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
192,FOXN4,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""ZIC2"", ""ADGRB1"", ""PAX6"", ""MYBL2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
193,FOXP4,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
194,GATA2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""MYBL2"", ""PLPP3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
195,GATA4,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""NR5A2"", ""PAX6"", ""PAX5"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
196,GATA5,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""NR5A2"", ""ZIC2"", ""PAX5"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
197,GATA6,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
198,GBX1,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
199,GLI3,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""PLK2"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
200,GLIS3,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
201,GRHL1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
202,HES1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
203,HES5,0.000348227,9.289965986,73.97279109,"c(""ZIC2"", ""PAX6"", ""PTN"", ""PLPP3"", ""SOX21"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
204,HESX1,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""ZIC2"", ""PLAGL1"", ""PAX6"", ""PTX3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
205,HEY1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
206,HEY2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
207,HIC1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
208,HIVEP3,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
209,HLF,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PTN"", ""PLPP3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
210,HMGA2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""MYBL2"", ""PLPP3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
211,HOMEZ,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""MYBL2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
212,HOXA1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""NR5A2"", ""ZIC2"", ""PLAGL1"", ""PAX6"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
213,HOXA10,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ZIC2"", ""PLAGL1"", ""PTX3"", ""MYBL2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
214,HOXA13,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
215,HOXB2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""IRX5"", ""PLK2"", ""PTN"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
216,HOXB4,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""IRX5"", ""PAX6"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
217,HOXB5,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
218,HOXB8,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""IRX5"", ""ZIC2"", ""PAX6"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
219,HOXC12,0.000348227,9.289965986,73.97279109,"c(""IRX5"", ""ZIC2"", ""PAX6"", ""PAX5"", ""SOX21"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
220,HOXC5,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""NR5A2"", ""IRX5"", ""PLAGL1"", ""PAX6"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
221,HOXC9,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""IRX5"", ""ZIC2"", ""PTX3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
222,HOXD1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
223,HOXD10,0.000348227,9.289965986,73.97279109,"c(""ZIC2"", ""PLAGL1"", ""PAX6"", ""PTX3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
224,HOXD12,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
225,HOXD13,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""PAX5"", ""SOX21"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
226,HOXD4,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""IRX5"", ""ZIC2"", ""PAX6"", ""PTN"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
227,HOXD8,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""IRX5"", ""ZIC2"", ""PAX6"", ""PTX3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
228,ID4,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PLAGL1"", ""PTN"", ""PLPP3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
229,IKZF4,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLAGL1"", ""PLPP3"", ""CDK5R1"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
230,INSM2,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""ADGRB1"", ""PAX6"", ""PAX5"", ""CDK5R1"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
231,IRF6,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""ABLIM1"", ""PLK2"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
232,IRX4,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""IRX5"", ""ZIC2"", ""ADGRB1"", ""PAX6"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
233,IRX5,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ZIC2"", ""PLK2"", ""PAX6"", ""PLPP3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
234,KLF3,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
235,LARP6,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
236,LHX3,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""NR5A2"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
237,LMX1A,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""NR5A2"", ""IRX5"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
238,MAFA,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ZIC2"", ""PLAGL1"", ""ADGRB1"", ""PAX6"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
239,MBNL3,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLAGL1"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
240,MEF2C,0.000348227,9.289965986,73.97279109,"c(""ABLIM1"", ""PLK2"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
241,MEOX1,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""PTX3"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
242,MET,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
243,MIXL1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""NR5A2"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
244,MKRN3,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""MAGEL2"", ""PAX6"", ""PTX3"", ""FGF13"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
245,MKX,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
246,MLLT3,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLAGL1"", ""PLPP3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
247,MSX2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""IRX5"", ""PLK2"", ""PAX6"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
248,MYCN,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""MYBL2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
249,NFATC2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
250,NFIB,0.000348227,9.289965986,73.97279109,"c(""ABLIM1"", ""PLK2"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
251,NOBOX,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""PAX6"", ""PAX5"", ""PTN"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
252,NOTO,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
253,NR5A2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PAX6"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
254,NRL,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""MYBL2"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
255,ONECUT1,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
256,OTP,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
257,OTX2,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"", ""SOX21"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
